Campaign Name,Campaign Id,Article Type,Editor Cost,Client Id,Max Word,Company Name,User Name,Cp Cost,Pay By Article,Cp Article Cost,Editor Article Cost,Nofa,Estimate Money,Estimate Total,Assigned Words
Kihei--HI--US--Hotel Properties,8992,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,4,$0,0,0
Kihei--HI--US--Flight Destination,8993,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Kihei--HI--US--Hotel Destination,8994,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Kihei--HI--US--Best Of,8995,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Columbia--SC--US--Top Hotel Properties,8996,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Columbia--SC--US--Hotel Properties,8997,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,20,$0,0,0
Columbia--SC--US--Flight Destination,8998,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Columbia--SC--US--Hotel Destination,8999,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Columbia--SC--US--Near Landmark,9000,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Columbia--SC--US--Near Neighborhood,9001,122,0.010,350,0,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$0,0,0
Columbia--SC--US--Near Airport,9002,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Columbia--SC--US--Best Of,9003,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Cleveland--OH--US--Top Hotel Properties,9004,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Cleveland--OH--US--Hotel Properties,9006,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,9,$0,0,0
Cleveland--OH--US--Flight Destination,9007,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Cleveland--OH--US--Hotel Destination,9008,125,0.010,350,600,Hipmunk,Hipmunk,0.120,0,0.000,0.000,1,$72,78,600
Cleveland--OH--US--Near Landmark,9009,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Cleveland--OH--US--Near Neighborhood,9010,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Cleveland--OH--US--Near Airport,9011,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Cleveland--OH--US--Best Of,9012,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Panama City--FL--US--Top Hotel Properties,9013,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Panama City--FL--US--Hotel Properties,9014,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,6,$0,0,0
Panama City--FL--US--Flight Destination,9015,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Panama City--FL--US--Hotel Destination,9016,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Panama City--FL--US--Near Landmark,9017,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Panama City--FL--US--Near Neighborhood,9018,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,2,$24,28,400
Panama City--FL--US--Near Airport,9019,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Panama City--FL--US--Best Of,9020,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Jersey City--NJ--US--Hotel Properties,9021,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Jersey City--NJ--US--Flight Destination,9022,122,0.010,350,50,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$3,3.5,50
Jersey City--NJ--US--Hotel Destination,9023,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Santa Clara--CA--US--Hotel Properties,9024,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Santa Clara--CA--US--Flight Destination,9025,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Santa Clara--CA--US--Hotel Destination,9026,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Costa Mesa--CA--US--Hotel Properties,9027,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Costa Mesa--CA--US--Flight Destination,9028,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Costa Mesa--CA--US--Hotel Destination,9029,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Waikoloa--HI--US--Hotel Properties,9030,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,3,$0,0,0
Waikoloa--HI--US--Flight Destination,9031,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Waikoloa--HI--US--Hotel Destination,9032,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Tempe--AZ--US--Hotel Properties,9033,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Tempe--AZ--US--Flight Destination,9034,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Tempe--AZ--US--Hotel Destination,9036,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Raleigh--NC--US--Hotel Properties,9037,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Raleigh--NC--US--Flight Destination,9038,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Raleigh--NC--US--Hotel Destination,9039,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Gatlinburg--TN--US--Hotel Properties,9040,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Gatlinburg--TN--US--Flight Destination,9041,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Gatlinburg--TN--US--Hotel Destination,9042,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Pigeon Forge--TN--US--Hotel Properties,9043,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Pigeon Forge--TN--US--Flight Destination,9044,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Pigeon Forge--TN--US--Hotel Destination,9045,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Fort Myers Beach--FL--US--Hotel Properties,9046,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Fort Myers Beach--FL--US--Flight Destination,9047,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Fort Myers Beach--FL--US--Hotel Destination,9048,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Sunnyvale--CA--US--Hotel Properties,9049,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Sunnyvale--CA--US--Flight Destination,9050,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Sunnyvale--CA--US--Hotel Destination,9051,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Boca Raton--FL--US--Hotel Properties,9052,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Boca Raton--FL--US--Flight Destination,9053,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Boca Raton--FL--US--Hotel Destination,9054,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Marina Del Rey--CA--US--Hotel Properties,9055,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Marina Del Rey--CA--US--Flight Destination,9056,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Marina Del Rey--CA--US--Hotel Destination,9057,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Tulsa--OK--US--Hotel Properties,9058,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Tulsa--OK--US--Flight Destination,9059,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Tulsa--OK--US--Hotel Destination,9060,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Durham--NC--US--Hotel Properties,9061,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Durham--NC--US--Flight Destination,9062,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Durham--NC--US--Hotel Destination,9063,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Santa Cruz--CA--US--Hotel Properties,9064,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Santa Cruz--CA--US--Flight Destination,9065,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Santa Cruz--CA--US--Hotel Destination,9066,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Newport--RI--US--Hotel Properties,9067,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Newport--RI--US--Flight Destination,9068,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Newport--RI--US--Hotel Destination,9069,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Burbank--CA--US--Hotel Properties,9070,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Burbank--CA--US--Flight Destination,9071,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Burbank--CA--US--Hotel Destination,9072,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Albany--NY--US--Hotel Properties,9073,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Albany--NY--US--Flight Destination,9074,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Albany--NY--US--Hotel Destination,9075,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Chattanooga--TN--US--Hotel Properties,9076,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Chattanooga--TN--US--Flight Destination,9077,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Chattanooga--TN--US--Hotel Destination,9078,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Berkeley--CA--US--Hotel Properties,9079,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Berkeley--CA--US--Flight Destination,9081,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Berkeley--CA--US--Hotel Destination,9082,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
El Paso--TX--US--Hotel Properties,9083,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
El Paso--TX--US--Flight Destination,9084,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
El Paso--TX--US--Hotel Destination,9085,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Biloxi--MS--US--Hotel Properties,9086,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Biloxi--MS--US--Flight Destination,9087,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Biloxi--MS--US--Hotel Destination,9088,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Laughlin--NV--US--Hotel Properties,9089,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Laughlin--NV--US--Flight Destination,9090,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Laughlin--NV--US--Hotel Destination,9091,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Harrisburg--PA--US--Hotel Properties,9092,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Harrisburg--PA--US--Flight Destination,9093,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Harrisburg--PA--US--Hotel Destination,9094,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Breckenridge--CO--US--Hotel Properties,9095,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Breckenridge--CO--US--Flight Destination,9096,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Breckenridge--CO--US--Hotel Destination,9097,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Wilmington--NC--US--Hotel Properties,9098,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Wilmington--NC--US--Flight Destination,9099,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Wilmington--NC--US--Hotel Destination,9100,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Carmel--CA--US--Hotel Properties,9101,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Carmel--CA--US--Flight Destination,9102,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Carmel--CA--US--Hotel Destination,9103,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Ontario--CA--US--Hotel Properties,9104,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Ontario--CA--US--Flight Destination,9105,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Ontario--CA--US--Hotel Destination,9106,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Stateline--NV--US--Hotel Properties,9107,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,4,$0,0,0
Stateline--NV--US--Flight Destination,9108,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Stateline--NV--US--Hotel Destination,9109,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Providence--RI--US--Hotel Properties,9110,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Providence--RI--US--Flight Destination,9111,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Providence--RI--US--Hotel Destination,9112,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Dania Beach--FL--US--Hotel Properties,9113,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Dania Beach--FL--US--Flight Destination,9114,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Dania Beach--FL--US--Hotel Destination,9115,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
El Segundo--CA--US--Hotel Properties,9116,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
El Segundo--CA--US--Flight Destination,9117,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
El Segundo--CA--US--Hotel Destination,9118,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
North Charleston--SC--US--Hotel Properties,9119,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
North Charleston--SC--US--Flight Destination,9120,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
North Charleston--SC--US--Hotel Destination,9121,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Burlington--VT--US--Hotel Properties,9122,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$0,0,0
Burlington--VT--US--Flight Destination,9123,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Burlington--VT--US--Hotel Destination,9124,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Greensboro--NC--US--Hotel Properties,9125,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Greensboro--NC--US--Flight Destination,9126,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Greensboro--NC--US--Hotel Destination,9127,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Linthicum Heights--MD--US--Hotel Properties,9128,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Linthicum Heights--MD--US--Flight Destination,9129,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Linthicum Heights--MD--US--Hotel Destination,9130,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Santa Ana--CA--US--Hotel Properties,9143,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Santa Ana--CA--US--Flight Destination,9144,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Santa Ana--CA--US--Hotel Destination,9145,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Gainesville--FL--US--Hotel Properties,9146,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Gainesville--FL--US--Flight Destination,9147,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Gainesville--FL--US--Hotel Destination,9148,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Greenville--SC--US--Hotel Properties,9149,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Greenville--SC--US--Flight Destination,9150,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Greenville--SC--US--Hotel Destination,9151,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Schaumburg--IL--US--Hotel Properties,9152,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Schaumburg--IL--US--Flight Destination,9153,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Schaumburg--IL--US--Hotel Destination,9154,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Kapolei--HI--US--Hotel Properties,9155,126,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,2,$0,0,0
Kapolei--HI--US--Flight Destination,9156,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Kapolei--HI--US--Hotel Destination,9157,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Grand Canyon--AZ--US--Hotel Properties,9158,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,4,$0,0,0
Grand Canyon--AZ--US--Flight Destination,9159,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Grand Canyon--AZ--US--Hotel Destination,9160,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Fresno--CA--US--Hotel Properties,9161,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Fresno--CA--US--Flight Destination,9162,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Fresno--CA--US--Hotel Destination,9163,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Sanibel--FL--US--Hotel Properties,9164,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Sanibel--FL--US--Flight Destination,9165,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Sanibel--FL--US--Hotel Destination,9166,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Sandy Springs--GA--US--Hotel Properties,9167,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Sandy Springs--GA--US--Flight Destination,9168,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Sandy Springs--GA--US--Hotel Destination,9169,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Boise--ID--US--Hotel Properties,9170,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Boise--ID--US--Flight Destination,9171,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Boise--ID--US--Hotel Destination,9172,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Coronado--CA--US--Hotel Properties,9173,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Coronado--CA--US--Flight Destination,9174,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Coronado--CA--US--Hotel Destination,9175,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Orange--CA--US--Hotel Properties,9176,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Orange--CA--US--Flight Destination,9177,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Orange--CA--US--Hotel Destination,9178,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Huntington Beach--CA--US--Hotel Properties,9179,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Huntington Beach--CA--US--Flight Destination,9180,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Huntington Beach--CA--US--Hotel Destination,9181,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Fort Myers--FL--US--Hotel Properties,9182,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Fort Myers--FL--US--Flight Destination,9183,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Fort Myers--FL--US--Hotel Destination,9184,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
San Antonio--TX--US--Top Hotel Properties,9185,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
San Antonio--TX--US--Hotel Properties,9186,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,30,$0,0,0
San Antonio--TX--US--Near Neighborhood,9187,125,0.010,350,300,Hipmunk,Hipmunk,0.120,0,0.000,0.000,6,$216,234,1800
San Antonio--TX--US--Near Landmark,9188,125,0.010,350,400,Hipmunk,Hipmunk,0.120,0,0.000,0.000,6,$288,312,2400
San Antonio--TX--US--Hotel Destination,9189,125,0.010,350,1250,Hipmunk,Hipmunk,0.120,0,0.000,0.000,1,$150,162.5,1250
San Antonio--TX--US--Flight Destination,9190,125,0.010,350,750,Hipmunk,Hipmunk,0.120,0,0.000,0.000,1,$90,97.5,750
San Antonio--TX--US--Near Airport,9191,125,0.010,350,500,Hipmunk,Hipmunk,0.120,0,0.000,0.000,1,$60,65,500
San Antonio--TX--US--Best Of,9192,125,0.010,350,750,Hipmunk,Hipmunk,0.120,0,0.000,0.000,3,$270,292.5,2250
Anaheim--CA--US--Top Hotel Properties,9193,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Anaheim--CA--US--Hotel Properties,9194,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,30,$0,0,0
Anaheim--CA--US--Near Neighborhood,9195,125,0.010,350,300,Hipmunk,Hipmunk,0.120,0,0.000,0.000,2,$72,78,600
Anaheim--CA--US--Near Landmark,9196,125,0.010,350,400,Hipmunk,Hipmunk,0.120,0,0.000,0.000,6,$288,312,2400
Anaheim--CA--US--Hotel Destination,9197,125,0.010,350,1250,Hipmunk,Hipmunk,0.120,0,0.000,0.000,1,$150,162.5,1250
Anaheim--CA--US--Flight Destination,9198,125,0.010,350,750,Hipmunk,Hipmunk,0.120,0,0.000,0.000,1,$90,97.5,750
Anaheim--CA--US--Best Of,9200,125,0.010,350,750,Hipmunk,Hipmunk,0.120,0,0.000,0.000,3,$270,292.5,2250
Phoenix--AZ--US--Flight Destination,9202,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Phoenix--AZ--US--Hotel Destination,9203,122,0.010,350,1500,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$90,105,1500
Phoenix--AZ--US--Near Neighborhood,9204,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Phoenix--AZ--US--Near Landmark,9205,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Phoenix--AZ--US--Near Airport,9206,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Phoenix--AZ--US--Best Of,9207,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Indianapolis--IN--US--Flight Destination,9208,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
