No.,Article Number,Article Title,Keyword,Client,Campaign Name,Editor,Copywriter,Article Type,Number of Words,Keyword Match in Content,Submit Date,Cost
1033,H-124-9481-226671,Perfect Spot for Visiting Washington DC,"Comfort Inn Pentagon-id=152916",Hipmunk,Arlington--VA--US--Hotel Properties,BillMcSteenEdit      4,alliemuelleck[1]      4      4,Hipmunk Hotel Properties,106,0,2014-07-21 09:28:15,4.24
1034,H-124-9481-226670,"Courtyard Arlington Rosslyn Minutes from Washington, D.C.","Courtyard Arlington Rosslyn-id=128702",Hipmunk,Arlington--VA--US--Hotel Properties,BillMcSteenEdit      4,michaelsarko[1]      7      4,Hipmunk Hotel Properties,109,0,2014-07-25 04:03:34,4.36
1035,H-124-9481-226669,Chic Boutique Hotel in Downtown Arlington,"Renaissance Arlington Capital View Hotel-id=362178",Hipmunk,Arlington--VA--US--Hotel Properties,BillMcSteenEdit      4,kirstysnare[1]      0      0,Hipmunk Hotel Properties,112,0,2014-07-22 09:28:42,4.48
1036,H-124-9481-226668,Central Arlington Accommodations at the Comfort Inn Ballston,"Comfort Inn Ballston-id=116574",Hipmunk,Arlington--VA--US--Hotel Properties,MaryCrottyEdit      0,michaelsarko[1]      7      4,Hipmunk Hotel Properties,197,0,2014-07-25 04:20:04,7.88
1037,H-124-9481-226667,Luxury Hotel at an Affordable Rate,"Courtyard by Marriott Arlington Crystal City/Reagan National-id=126908",Hipmunk,Arlington--VA--US--Hotel Properties,MaryCrottyEdit      0,kirstysnare[1]      0      0,Hipmunk Hotel Properties,200,0,2014-07-22 08:51:39,8
1038,H-124-9481-226666,Affordable Luxury at the Crystal City Marriott at Reagan National Airport,"Crystal City Marriott at Reagan National Airport-id=106405",Hipmunk,Arlington--VA--US--Hotel Properties,MaryCrottyEdit      0,michaelsarko[1]      7      4,Hipmunk Hotel Properties,210,0,2014-07-25 05:27:02,8.4
1039,H-124-9481-226665,"Affordable Hotel in the Heart of Arlington, VA","Days Inn Arlington Pentagon-id=108965",Hipmunk,Arlington--VA--US--Hotel Properties,MaryCrottyEdit      0,kirstysnare[1]      0      0,Hipmunk Hotel Properties,200,0,2014-07-22 08:12:40,8
1040,H-124-9481-226664,Affordable and Convenient Accommodations at the Holiday Inn Arlington at Ballston,"Holiday Inn Arlington at Ballston-id=106988",Hipmunk,Arlington--VA--US--Hotel Properties,CHemmingsEdit      7,michaelsarko[1]      7      4,Hipmunk Hotel Properties,200,0,2014-07-28 01:29:35,8
1041,H-124-9481-226663,A Budget Hotel on Arlington Boulevard,"Days Inn Washington Arlington-id=120868",Hipmunk,Arlington--VA--US--Hotel Properties,MaryCrottyEdit      0,kirstysnare[1]      0      0,Hipmunk Hotel Properties,200,0,2014-07-22 07:22:07,8
1042,H-124-9481-226662,Relax at the Embassy Suites Crystal City-National Airport,"Embassy Suites Crystal City - National Airport-id=114521",Hipmunk,Arlington--VA--US--Hotel Properties,CHemmingsEdit      7,michaelsarko[1]      7      4,Hipmunk Hotel Properties,200,0,2014-07-28 01:39:03,8
1043,H-124-9481-226661,Affordable Arlington City Center Accommodation,"Marriott Crystal Gateway-id=106119",Hipmunk,Arlington--VA--US--Hotel Properties,ShaneHallEdit      5,kirstysnare[1]      0      0,Hipmunk Hotel Properties,200,0,2014-07-24 13:45:54,8
1044,H-124-9481-226660,"Low-Cost Lodging in Arlington, Close to the Airport","Crowne Plaza Washington National Airport-id=107291",Hipmunk,Arlington--VA--US--Hotel Properties,ShaneHallEdit      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,207,0,2014-07-21 20:53:45,8.28
1045,H-124-9481-226659,"Great Hilton Rates in Arlington, Near the Metro","Hilton Arlington-id=205760",Hipmunk,Arlington--VA--US--Hotel Properties,ShaneHallEdit      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,251,0,2014-07-25 11:10:22,10.04
1046,H-124-9481-226658,Budget Hotel Near Attractions in Arlington,"Hilton Garden Inn Arlington-id=205760",Hipmunk,Arlington--VA--US--Hotel Properties,ShaneHallEdit      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,241,0,2014-07-21 20:17:04,9.64
1047,H-124-9481-226657,Affordable Accommodations with Stunning Views in Arlington,"Hilton Crystal City at National Airport-id=114641",Hipmunk,Arlington--VA--US--Hotel Properties,ShaneHallEdit      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,257,0,2014-07-21 21:24:30,10.28
1048,H-124-9481-226656,Cheap Hotel with Indoor Pool in Arlington,"Hampton Inn Suites Reagan National Airport-id=203818",Hipmunk,Arlington--VA--US--Hotel Properties,ShaneHallEdit      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,259,0,2014-07-22 06:37:47,10.36
1049,H-124-9481-226655,"Affordable Lodging in Arlington, Close to Georgetown","Marriott Key Bridge-id=106406",Hipmunk,Arlington--VA--US--Hotel Properties,ShaneHallEdit      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,257,0,2014-07-25 11:36:22,10.28
1050,H-124-9481-226654,Affordable Family-Friendly Hotel in Arlington,"Holiday Inn National Airport - Crystal City-id=108802",Hipmunk,Arlington--VA--US--Hotel Properties,ShaneHallEdit      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,255,0,2014-07-21 21:54:24,10.2
1051,H-124-9480-226653,Budget Accommodations at the Best Western Pentagon Reagan National Airport,Best Western Pentagon Reagan National Airport-id=161996,Hipmunk,Arlington--VA--US--Top Hotel Properties,rkarraneditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,259,0,2014-07-22 17:11:02,10.36
1052,H-124-9480-226652,Best Western Rosslyn Hospitality on a Budget,"Best Western Rosslyn/Iwo Jima-id=109804",Hipmunk,Arlington--VA--US--Top Hotel Properties,rkarraneditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,253,0,2014-07-22 15:24:45,10.12
1053,H-124-9480-226651,Stay at the Affordable Le Meridien for Your Business or Leisure Trip,"Le Meridien Arlington-id=256550",Hipmunk,Arlington--VA--US--Top Hotel Properties,rkarraneditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,313,0,2014-07-22 15:22:56,12.52
1054,H-124-9480-226650,The Westin Arlington Gateway to Washington D.C.,"The Westin Arlington Gateway-id=238519",Hipmunk,Arlington--VA--US--Top Hotel Properties,rkarraneditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,304,0,2014-07-22 18:08:53,12.16
1055,H-124-9480-226649,Affordable Accomodations Near the Nation's Capital,"Sheraton Crystal City Hotel-id=105875",Hipmunk,Arlington--VA--US--Top Hotel Properties,rkarraneditor      5,sandrabrown[1]      0      0,Hipmunk Hotel Properties,304,0,2014-07-22 15:17:59,12.16
1056,H-124-9480-226648,Well-Appointed Rooms in a Convenient Location,"Hyatt Regency Crystal City-id=106091",Hipmunk,Arlington--VA--US--Top Hotel Properties,KatGrayEditor      6,michelegoudie[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-22 00:48:00,12
1057,H-124-9480-226647,Stay Close to Georgetown and DC,"Holiday Inn Rosslyn at Key Bridge-id=113822",Hipmunk,Arlington--VA--US--Top Hotel Properties,KatGrayEditor      6,michelegoudie[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-23 19:52:09,12
1058,H-124-9480-226646,Cheap Rooms in Pentagon City,"Sheraton Arlington-id=105862",Hipmunk,Arlington--VA--US--Top Hotel Properties,KatGrayEditor      6,michelegoudie[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-23 19:58:30,12
1059,H-124-9480-226645,"Stay Across the River from Washington, DC","Radisson Hotel Reagan National Airport-id=111619",Hipmunk,Arlington--VA--US--Top Hotel Properties,KatGrayEditor      6,michelegoudie[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-23 20:08:46,12
1060,H-124-9480-226644,Amazing Views at a Great Price,"DoubleTree by Hilton Washington DC - Crystal City-id=108091",Hipmunk,Arlington--VA--US--Top Hotel Properties,KatGrayEditor      6,michelegoudie[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-23 20:18:12,12
1061,H-120-9479-226643,Celebrate Your Love With This Selection of Romantic Hotels in Houston,Romantic Hotel--Houston--TX--US--Best Of,Hipmunk,Houston--TX--US--Best Of,ShandaSilerEdit      2,laurenjuliff[1]      0      0,.15 Per Word,750,0,2014-07-30 07:50:21,112.5
1062,H-120-9479-226642,Enjoy a Country Getaway or Luxury Suite at a Houston Golf Hotel,"Golf Hotel--Houston--TX--US--Best Of",Hipmunk,Houston--TX--US--Best Of,ShandaSilerEdit      2,laurenjuliff[1]      0      0,.15 Per Word,750,0,2014-07-24 06:35:47,112.5
1063,H-120-9479-226641,Get Your Pulse Racing at Houston's Adventure Sports Hotels,"Adventure Sport Hotel--Houston--TX--US--Best Of",Hipmunk,Houston--TX--US--Best Of,ShandaSilerEdit      2,laurenjuliff[1]      0      0,.15 Per Word,750,0,2014-07-24 06:33:09,112.5
1064,H-120-9478-226640,Make Your Houston Vacation One of Contrasts,Houston George Bush Intercontinental Airport--Houston--TX--US--Near Airport-id=504f9e4abb290e74d00005c5,Hipmunk,Houston--TX--US--Near Airport,JVanVleetEdit      0,laurenjuliff[1]      0      0,.15 Per Word,500,0,2014-07-24 06:50:30,75
1065,H-120-9477-226639,Flying into Houston: What to Expect,Houston--TX--US--Flight Destination,Hipmunk,Houston--TX--US--Flight Destination,JVanVleetEdit      0,laurenjuliff[1]      0      0,.15 Per Word,750,0,2014-07-24 06:53:26,112.5
1066,H-120-9476-226638,Houston: A Big City With a Small Town Feel,Houston--TX--US--Hotel Destination,Hipmunk,Houston--TX--US--Hotel Destination,AWithersEditor      0,laurenjuliff[1]      0      0,.15 Per Word,1250,0,2014-07-29 01:15:38,187.5
1067,H-120-9475-226637,Family Fun at Splashtown Waterpark Houston,SplashTown Waterpark Houston--Houston--TX--US--Near Landmark-id=518050b6a0a9940deb004a14,Hipmunk,Houston--TX--US--Near Landmark,JVanVleetEdit      0,laurenjuliff[1]      0      0,.15 Per Word,400,0,2014-07-24 06:20:51,60
1068,H-120-9475-226636,Take in the Houston Skyline From Sidney Sherman Bridge,Sidney Sherman Bridge--Houston--TX--US--Near Landmark-id=51804973a0a9940deb000412,Hipmunk,Houston--TX--US--Near Landmark,JVanVleetEdit      0,laurenjuliff[1]      0      0,.15 Per Word,400,0,2014-07-24 06:45:57,60
1069,H-120-9475-226635,Catch a Show at Toyota Center Houston,Toyota Center--Houston--TX--US--Near Landmark-id=518055bfa0a9940deb0073ae,Hipmunk,Houston--TX--US--Near Landmark,JVanVleetEdit      0,laurenjuliff[1]      0      0,.15 Per Word,400,0,2014-07-24 06:29:02,60
1070,H-120-9475-226634,Unwind at Terry Hershey Park,Terry Hershey Park--Houston--TX--US--Near Landmark-id=51804926a0a9940deb00015e,Hipmunk,Houston--TX--US--Near Landmark,JVanVleetEdit      0,laurenjuliff[1]      0      0,.15 Per Word,400,0,2014-07-24 06:25:54,60
1071,H-120-9475-226633,A Service With a Smile at Antioch Missionary Baptist Church,Antioch Missionary Baptist Church--Houston--TX--US--Near Landmark-id=5180491fa0a9940deb0000fa,Hipmunk,Houston--TX--US--Near Landmark,JVanVleetEdit      0,laurenjuliff[1]      0      0,.15 Per Word,400,0,2014-07-24 06:43:56,60
1072,H-120-9475-226632,History Awaits at Rice Stadium,Rice Stadium--Houston--TX--US--Near Landmark-id=51804920a0a9940deb00010a,Hipmunk,Houston--TX--US--Near Landmark,JVanVleetEdit      0,laurenjuliff[1]      0      0,.15 Per Word,400,0,2014-07-24 06:42:03,60
1073,H-120-9474-226631,Entertainment Options Aplenty in Westchase,Westchase--Houston--TX--US--Near Neighborhood-id=50a1633c66edc81e4d0014ae,Hipmunk,Houston--TX--US--Near Neighborhood,JamesMonroeEdit      6,laurenjuliff[1]      0      0,.15 Per Word,300,0,2014-07-24 05:42:31,45
1074,H-120-9474-226630,Get Out of Town: Stay in Pasadena,Pasadina--Houston--TX--US--Near Neighborhood-id=50a1634166edc81e4d001a60,Hipmunk,Houston--TX--US--Near Neighborhood,JamesMonroeEdit      6,laurenjuliff[1]      0      0,.15 Per Word,300,0,2014-07-24 06:16:37,45
1075,H-120-9474-226629,A Spot of Luxury in Galleria,Galleria / Uptown--Houston--TX--US--Near Neighborhood-id=50a1632d66edc81e4d00032f,Hipmunk,Houston--TX--US--Near Neighborhood,JamesMonroeEdit      6,laurenjuliff[1]      0      0,.15 Per Word,300,0,2014-07-24 06:14:47,45
1076,H-120-9474-226628,Get Back to Nature at Hermann Park,Hermann Park--Houston--TX--US--Near Neighborhood-id=50a1633966edc81e4d00107e,Hipmunk,Houston--TX--US--Near Neighborhood,JamesMonroeEdit      6,laurenjuliff[1]      0      0,.15 Per Word,300,0,2014-07-24 06:10:33,45
1077,H-120-9474-226627,Diversity and Vibrance in Bellaire,Bellaire--Houston--TX--US--Near Neighborhood-id=50a1633666edc81e4d000cb8,Hipmunk,Houston--TX--US--Near Neighborhood,JamesMonroeEdit      6,laurenjuliff[1]      0      0,.15 Per Word,300,0,2014-07-24 06:06:38,45
1078,H-120-9474-226626,Scenic Northeast Houston Awaits You,Northeast--Houston--TX--US--Near Neighborhood-id=50a1632d66edc81e4d000286,Hipmunk,Houston--TX--US--Near Neighborhood,JamesMonroeEdit      6,laurenjuliff[1]      0      0,.15 Per Word,300,0,2014-07-24 06:01:02,45
1079,H-124-9473-226625,Hotel Close to Family Friendly Theme Parks,Embassy Suites Orlando - Lake Buena Vista South-id=403825,Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,lisagove[1]      0      0,Hipmunk Hotel Properties,107,0,2014-07-20 17:35:42,4.28
1080,H-124-9473-226624,Enjoy the Benefits of Staying Outside the Parks,"Quality Inn &amp; Suites Eastgate-id=171196",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,lisagove[1]      0      0,Hipmunk Hotel Properties,107,0,2014-07-20 17:46:12,4.28
1081,H-124-9473-226623,Centrally Located Hotel Close to Attractions,"Rodeway Inn-id=205935",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,lisagove[1]      0      0,Hipmunk Hotel Properties,106,0,2014-07-20 18:03:47,4.24
1082,H-124-9473-226622,Fun Florida Experience for the Whole Family,"Tropical Palms Resort-id=135164",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,lisagove[1]      0      0,Hipmunk Hotel Properties,95,0,2014-07-21 11:28:56,3.8
1083,H-124-9473-226621,The Florida Experience for Those on a Budget,"Destiny Palms Hotel Maingate West-id=161041",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,lisagove[1]      0      0,Hipmunk Hotel Properties,107,0,2014-07-21 11:20:47,4.28
1084,H-124-9473-226620,Affordable Orlando Hotel,"The Inn At Oak Plantation-id=245172",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,jackiemasloff[1]      0      0,Hipmunk Hotel Properties,103,0,2014-07-18 10:46:16,4.12
1085,H-124-9473-226619,Modest Orlando Hotel,"Econo Lodge Kissimmee-id=138609",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,jackiemasloff[1]      0      0,Hipmunk Hotel Properties,102,0,2014-07-20 10:24:10,4.08
1086,H-124-9473-226618,Affordable Orlando Hotel,"Rodeway Inn Maingate-id=205935",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,jackiemasloff[1]      0      0,Hipmunk Hotel Properties,95,0,2014-07-20 10:57:26,3.8
1087,H-124-9473-226617,Affordable Orlando Vacation Homes,"Advantage Vacation Homes-id=199057",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,jackiemasloff[1]      0      0,Hipmunk Hotel Properties,104,0,2014-07-20 11:16:18,4.16
1088,H-124-9473-226616,Inexpensive Orlando Hotel,"Quality Inn &amp; Suites-id=119342",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,jackiemasloff[1]      0      0,Hipmunk Hotel Properties,99,0,2014-07-18 11:21:33,3.96
1089,H-124-9473-226615,Cheap Hotel and Suites in Kissimmee,"Super 8 Kissimmee Suites-id=201137",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,105,0,2014-07-17 06:55:21,4.2
1090,H-124-9473-226614,Deluxe Kissimmee Hotel and Suites at Discount Rates,"Howard Johnson Express Inn Suites Lake Front Park Kissimmee-id=128910",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,108,0,2014-07-17 06:53:49,4.32
1091,H-124-9473-226613,Low-Cost Kissimmee Motel Just Minutes From Disney World,"Super 8 Kissimmee/Maingate/Orlando Area-id=201795",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,107,0,2014-07-17 06:51:44,4.28
1092,H-124-9473-226612,Budget-Friendly Kissimmee Hotel Near Orlando Theme Parks,"Econo Lodge Maingate Central-id=138609",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,106,0,2014-07-17 09:49:31,4.24
1093,H-124-9473-226611,Affordable Kissimmee Inn and Suites Near Disney World,"Parkside Inn &amp; Suites - Kissimmee-id=119340",Hipmunk,Kissimmee--FL--US--Hotel Properties,rkarraneditor      5,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,108,0,2014-07-17 06:48:20,4.32
1094,H-124-9473-226610,Affordable Lodging at the Comfort Suites Maingate East,"Comfort Suites Maingate East-id=169022",Hipmunk,Kissimmee--FL--US--Hotel Properties,DHarmonEditor      0,sandrabrown[1]      0      0,Hipmunk Hotel Properties,123,0,2014-07-23 02:09:15,4.92
1095,H-124-9473-226609,Family Friendly Accommodations at the Holiday Inn Main Gate East,"Holiday Inn Main Gate East-id=111890",Hipmunk,Kissimmee--FL--US--Hotel Properties,DHarmonEditor      0,sandrabrown[1]      0      0,Hipmunk Hotel Properties,111,0,2014-07-23 09:07:27,4.44
1096,H-124-9473-226608,Enjoy Disney Magic on a Budget at the Holiday Inn Express Orlando,"Holiday Inn Express Orlando - Lake Buena Vista East-id=212739",Hipmunk,Kissimmee--FL--US--Hotel Properties,DHarmonEditor      0,sandrabrown[1]      0      0,Hipmunk Hotel Properties,114,0,2014-07-23 08:17:00,4.56
1097,H-124-9473-226607,Affordable Accommodations Near Orlando,"Travelodge Suites East Gate Orange-id=128549",Hipmunk,Kissimmee--FL--US--Hotel Properties,DHarmonEditor      0,sandrabrown[1]      0      0,Hipmunk Hotel Properties,108,0,2014-07-23 15:08:59,4.32
1098,H-124-9473-226606,Affordable Accommodations Near Orlando Theme Parks,"Baymont Inn and Suites Kissimmee-id=241316",Hipmunk,Kissimmee--FL--US--Hotel Properties,DHarmonEditor      0,sandrabrown[1]      0      0,Hipmunk Hotel Properties,109,0,2014-07-22 21:44:05,4.36
1099,H-124-9473-226605,"Stay Near the Fun in Kissimmee, Fla.","Champions World Resort-id=123502",Hipmunk,Kissimmee--FL--US--Hotel Properties,DHarmonEditor      0,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,103,0,2014-07-23 14:55:38,4.12
1100,H-124-9473-226604,"Cheap Accommodations in Kissimmee, Fla.","Red Roof Inn Kissimmee - Lake Buena Vista South-id=150633",Hipmunk,Kissimmee--FL--US--Hotel Properties,DHarmonEditor      0,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,101,0,2014-07-23 13:28:24,4.04
1101,H-124-9473-226603,Stay Near Kissimmee Activities,"Hampton Inn &amp; Suites Orlando-South Lake Buena Vista-id=260008",Hipmunk,Kissimmee--FL--US--Hotel Properties,MeganTilleyEdit      0,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,100,0,2014-07-22 11:32:14,4
1102,H-124-9473-226602,A Cheap Kissimmee Solution,"Flamingo Waterpark Resort-id=175746",Hipmunk,Kissimmee--FL--US--Hotel Properties,MeganTilleyEdit      0,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,100,0,2014-07-22 10:48:50,4
1103,H-124-9473-226601,Stay in the Heart of Kissimmee,"Comfort Inn Maingate-id=109706",Hipmunk,Kissimmee--FL--US--Hotel Properties,MeganTilleyEdit      0,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,99,0,2014-07-22 06:58:07,3.96
1104,H-124-9473-226600,"Budget Motel in Kissimmee, Close to Disney Theme Parks","Knights Inn Maingate Kissimmee-id=203438",Hipmunk,Kissimmee--FL--US--Hotel Properties,MeganTilleyEdit      0,kathykaradza[1]      0      0,Hipmunk Hotel Properties,203,0,2014-07-21 16:33:05,8.12
1105,H-124-9473-226599,"Budget Family-Friendly Hotel in Kissimmee, FL","Howard Johnson Enchanted Land-id=139286",Hipmunk,Kissimmee--FL--US--Hotel Properties,MeganTilleyEdit      0,kathykaradza[1]      0      0,Hipmunk Hotel Properties,200,0,2014-07-19 20:20:57,8
1106,H-124-9473-226598,"Cheap Family-Friendly Hotel in Kissimmee, FL","Claremont Kissimmee-id=129352",Hipmunk,Kissimmee--FL--US--Hotel Properties,MeganTilleyEdit      0,kathykaradza[1]      0      0,Hipmunk Hotel Properties,200,0,2014-07-19 21:20:27,8
1107,H-124-9473-226597,Affordable Hotel in Kissimmee,"Howard Johnson Inn Tropical Palms Kissimmee-id=123594",Hipmunk,Kissimmee--FL--US--Hotel Properties,MeganTilleyEdit      0,kathykaradza[1]      0      0,Hipmunk Hotel Properties,205,0,2014-07-21 09:00:23,8.2
1108,H-124-9473-226596,Affordable Accommodations in Kissimmee,"Holiday Inn Express Lake Buena Vista-id=212739",Hipmunk,Kissimmee--FL--US--Hotel Properties,MeganTilleyEdit      0,kathykaradza[1]      0      0,Hipmunk Hotel Properties,190,0,2014-07-19 21:42:25,7.6
1109,H-124-9472-226595,Clean and Comfortable Kissimmee Motel,Continental Plaza Hotel Kissimmee-id=111886,Hipmunk,Kissimmee--FL--US--Top Hotel Properties,AlexStrineEdit      9,lauraellis[1]      0      0,Hipmunk Hotel Properties,247,0,2014-07-21 18:20:13,9.88
1110,H-124-9472-226594,Great Value Hotel Close to Disney,"Ramada Maingate West-id=163851",Hipmunk,Kissimmee--FL--US--Top Hotel Properties,AlexStrineEdit      9,lauraellis[1]      0      0,Hipmunk Hotel Properties,250,0,2014-07-23 15:37:28,10
1111,H-124-9472-226593,Affordable Accommodation for Orlando Attractions,"Galleria Palms Orlando-id=139497",Hipmunk,Kissimmee--FL--US--Top Hotel Properties,AlexStrineEdit      9,lauraellis[1]      0      0,Hipmunk Hotel Properties,296,0,2014-07-21 16:13:21,11.84
1112,H-124-9472-226592,Official Disney Good Neighbor Hotel in Orlando,"Ramada Gateway Kissimmee-id=112998",Hipmunk,Kissimmee--FL--US--Top Hotel Properties,AlexStrineEdit      9,lauraellis[1]      0      0,Hipmunk Hotel Properties,293,0,2014-07-21 17:34:03,11.72
1113,H-124-9472-226591,Affordable Resort by the Lake,"Maingate Lakeside Resort-id=152745",Hipmunk,Kissimmee--FL--US--Top Hotel Properties,AlexStrineEdit      9,lauraellis[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-21 17:49:49,12
1114,H-124-9472-226590,Luxurious Lodgings at Reasonable Prices,"Gaylord Palms Resort &amp; Convention Center-id=198720",Hipmunk,Kissimmee--FL--US--Top Hotel Properties,ABrownEditor      6,barbarahazelden[1]      0      0,Hipmunk Hotel Properties,303,0,2014-07-22 05:56:39,12.12
1115,H-124-9472-226589,Affordable Family-Focused Appeal,"Baymont Inn and Suites Celebration-id=149343",Hipmunk,Kissimmee--FL--US--Top Hotel Properties,ABrownEditor      6,barbarahazelden[1]      0      0,Hipmunk Hotel Properties,301,0,2014-07-21 19:57:27,12.04
1116,H-124-9472-226588,Value-Priced Central Florida Choice,"Seralago Hotel &amp; Suites Main Gate East-id=107326",Hipmunk,Kissimmee--FL--US--Top Hotel Properties,ABrownEditor      6,barbarahazelden[1]      0      0,Hipmunk Hotel Properties,301,0,2014-07-21 15:12:38,12.04
1117,H-124-9472-226587,Lush Resort Setting Offers a Budget-Friendly Vacation,"Caribe Cove Resort-id=434791",Hipmunk,Kissimmee--FL--US--Top Hotel Properties,ABrownEditor      6,barbarahazelden[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-21 21:18:24,12
1118,H-124-9472-226586,"Convenient, Affordable Central Florida Resort","Radisson Resort Orlando - Celebration-id=106870",Hipmunk,Kissimmee--FL--US--Top Hotel Properties,ABrownEditor      6,barbarahazelden[1]      0      0,Hipmunk Hotel Properties,304,0,2014-07-21 11:35:07,12.16
1119,H-127-9411-226585,Cheektowaga Cheap,Cheektowaga--NY--US--Hotel Destination,Hipmunk,Cheektowaga--NY--US--Hotel Destination,EMacEachernEdit      1,scotttruelove[1]      18      0,Hipmunk Copy (Tier 4),200,0,2014-07-29 22:22:44,8
1120,H-127-9410-226584,"Cheap Flights to Cheektowaga, NY",Cheektowaga--NY--US--Flight Destination,Hipmunk,Cheektowaga--NY--US--Flight Destination,KKaradzaEditor      2,scotttruelove[1]      18      0,Hipmunk Copy (Tier 4),50,0,2014-07-26 21:21:10,2
1121,H-124-9409-226583,Buffalo Airport Convenience Close to Niagara Falls,Hampton Inn Buffalo Airport-id=440128,Hipmunk,Cheektowaga--NY--US--Hotel Properties,EMacEachernEdit      1,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,206,0,2014-07-29 05:08:15,8.24
1122,H-124-9409-226582,Stay for a Bargain Near Niagra Falls,"Best Western Plus Galleria Inn &amp; Suites-id=273683",Hipmunk,Cheektowaga--NY--US--Hotel Properties,EMacEachernEdit      1,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,201,0,2014-07-28 19:01:30,8.04
1123,H-124-9409-226581,Affordable Hotel Near the Buffalo Niagara International Airport,"Hilton Garden Inn Buffalo Airport-id=237455",Hipmunk,Cheektowaga--NY--US--Hotel Properties,EMacEachernEdit      1,erinrivera[1]      0      0,Hipmunk Hotel Properties,194,0,2014-07-27 22:15:33,7.76
1124,H-124-9409-226580,Comfortable Hotel Near the Buffalo International Airport,"Holiday Inn Buffalo - International Airport-id=107927",Hipmunk,Cheektowaga--NY--US--Hotel Properties,EMacEachernEdit      1,erinrivera[1]      0      0,Hipmunk Hotel Properties,244,0,2014-07-27 14:00:27,9.76
1125,H-124-9409-226579,Vacation Close to Niagra Falls,"Millennium Airport Hotel Buffalo-id=225186",Hipmunk,Cheektowaga--NY--US--Hotel Properties,EMacEachernEdit      1,erinrivera[1]      0      0,Hipmunk Hotel Properties,295,0,2014-07-26 13:54:35,11.8
1126,H-127-9408-226578,Enjoy Daytona Beach on the Cheap,Daytona Beach Shores--FL--US--Hotel Destination,Hipmunk,Daytona Beach Shores--FL--US--Hotel Destination,ARadesEditor      3,michelegoudie[1]      0      0,Hipmunk Copy (Tier 4),200,0,2014-07-21 23:58:26,8
1127,H-127-9407-226577,Book a Cheap Flight to Daytona Beach,Daytona Beach Shores--FL--US--Flight Destination,Hipmunk,Daytona Beach Shores--FL--US--Flight Destination,ARadesEditor      3,michelegoudie[1]      0      0,Hipmunk Copy (Tier 4),50,0,2014-07-21 08:51:30,2
1128,H-124-9406-226576,Cheap Rooms Close to the Beach,Lexington Inn &amp; Suites Daytona Beach-id=141717,Hipmunk,Daytona Beach Shores--FL--US--Hotel Properties,ARadesEditor      3,michelegoudie[1]      0      0,Hipmunk Hotel Properties,107,0,2014-07-21 08:25:40,4.28
