No.,Article Number,Article Title,Keyword,Client,Campaign Name,Editor,Copywriter,Article Type,Number of Words,Keyword Match in Content,Submit Date,Cost
248,HH-13-2565-115083,Waikiki Beach Marriott Resort &amp; Spa,"Waikiki Beach Marriott Resort &amp; Spa - short",Hotel Hotline,HO May (RW) – Honolulu,,,Description: Product Description,97,1,2011-03-29 14:05:44,0
249,L-26-2540-114531,Planning a Summer Vacation,brochures,LinkQuest,March2011_Next Day Flyers Blogs March 2011,,,NEWS POST,303,1,2011-03-17 17:07:47,15.15
250,BL-24-2532-114346,6 Most Luxurious Vacation Homes,"X Most Luxurious Vacation Homes",BlueGlass LinkBaits,Linkbaits3 Mar 11,,,COPYWRITER,902,1,2011-03-14 13:28:33,81.18
251,VRBO-1-2515-113945,Things To Do in the Santa Barbara Area,Things To Do in the Santa Barbara Area,Vacation Rentals By Owner,Vacation Rentals Kiley Mar 11,,,Type 1 - old,589,1,2011-03-15 12:35:06,17.67
252,VRBO-1-2515-113942,Things To Do in Kahana,"Things To Do in Kahana",Vacation Rentals By Owner,Vacation Rentals Kiley Mar 11,,,Type 1 - old,600,4,2011-03-18 18:43:58,18
253,VRBO-1-2515-113938,Things To Do in Honolulu,"Things To Do in Honolulu",Vacation Rentals By Owner,Vacation Rentals Kiley Mar 11,,,Type 1 - old,586,2,2011-03-19 13:38:11,17.58
254,BS-25-2423-113121,Living on a Budget,lanop.com,BlueGlass Search,lanop.com,,,Blog Posts (EL),317,1,2011-03-08 11:55:47,3.17
255,H-1-2352-112286,Things to Do in Dewey Beach Delaware,"Things to Do in Dewey Beach Delaware",HomeAway,Laura Things to Do Mar 11 500-600 Words,,,Type 1 - old,530,2,2011-03-18 20:39:30,15.9
256,BS-25-2323-98757,Beachwear for Men 2011,"vcmha.org",BlueGlass Search,273 Resource Sites,,,Blog Posts (EL),349,1,2011-03-02 06:29:12,3.49
257,BS-25-2323-98315,Why Some Americans Question the Legality of the President,"mccall-idchamber.org",BlueGlass Search,273 Resource Sites,,,Blog Posts (EL),291,1,2011-03-08 20:54:34,2.91
258,L-26-2293-95785,Throwing a Fun and Successful Theme Party,costumeexpress.com,LinkQuest,February2011_Costume Express February 2011,,kathyeckel[5]      5      0,NEWS POST,301,1,2011-02-21 11:30:40,15.05
259,VRBO-1-2063-95692,Oldsmar FL rentals by owner,"Oldsmar FL rentals by owner",Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,291,1,2011-02-28 14:19:58,8.73
260,BS-25-2154-93602,Prints and Patterns,hollywoodbizcouncil.org,BlueGlass Search,hollywoodbizcouncil.org,,,Blog Posts (EL),335,1,2011-02-20 16:10:40,3.35
261,VRBO-1-2063-92805,Coupeville lodging,Coupeville lodging,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,309,1,2011-02-11 07:20:58,9.27
262,VRBO-1-2063-92651,Kaluakoi beach rentals,Kaluakoi beach rentals,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,315,1,2011-02-09 15:37:28,9.45
263,VRBO-1-2063-92649,Kapalua beach rentals,Kapalua beach rentals,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,314,1,2011-02-10 11:04:04,9.42
264,VRBO-1-2063-92645,Wailuku beach rentals,Wailuku beach rentals,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,322,1,2011-02-11 12:45:57,9.66
265,VRBO-1-2063-92644,Spreckelsville beach rentals,Spreckelsville beach rentals,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,320,2,2011-02-10 00:04:06,9.6
266,VRBO-1-2063-92641,Maalaea Kai beach rentals,"Maalaea Kai beach rentals",Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,325,1,2011-02-11 02:07:43,9.75
267,VRBO-1-2063-92640,Maalaea Banyans beach rentals,"Maalaea Banyans beach rentals",Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,317,1,2011-02-11 02:48:21,9.51
268,VRBO-1-2063-92639,Lauloa beach rentals,Lauloa beach rentals,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,307,2,2011-02-11 03:06:50,9.21
269,VRBO-1-2063-92636,Hono Kai beach rentals,Hono Kai beach rentals,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,319,1,2011-02-11 04:18:17,9.57
270,VRBO-1-2063-92635,Waimea beach rentals,Waimea beach rentals,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,316,1,2011-02-05 22:51:15,9.48
271,VRBO-1-2063-92634,Marriot Beach Club beach rentals,Marriot Beach Club beach rentals,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,312,1,2011-02-05 22:57:28,9.36
272,VRBO-1-2063-92632,Volcano Village vacation homes,Volcano Village vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,304,1,2011-02-05 23:06:42,9.12
273,VRBO-1-2063-92631,Ohia Estates vacation homes,Ohia Estates vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,319,4,2011-02-05 23:10:30,9.57
274,VRBO-1-2063-92629,Nanawale Estates vacation homes,Nanawale Estates vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,310,1,2011-02-11 15:50:54,9.3
275,VRBO-1-2063-92628,Leilani Estates vacation homes,Leilani Estates vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,319,2,2011-02-05 23:14:38,9.57
276,VRBO-1-2063-92627,Hawaiian Shores &amp; Beaches vacation homes,Hawaiian Shores &amp; Beaches vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,314,6,2011-02-06 12:11:26,9.42
277,VRBO-1-2063-92626,Mountain View vacation homes,Mountain View vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,318,1,2011-02-06 12:10:24,9.54
278,VRBO-1-2063-92623,Hawaiian Paradise Park vacation homes,Hawaiian Paradise Park vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,309,6,2011-02-08 13:26:40,9.27
279,VRBO-1-2063-92621,Kapoho Beach vacation homes,Kapoho Beach vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,301,1,2011-02-04 21:53:47,9.03
280,VRBO-1-2063-92619,Keauhou vacation homes,Keauhou vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,295,1,2011-02-05 12:14:33,8.85
281,VRBO-1-2063-92618,Kahakai Estates vacation homes,Kahakai Estates vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,307,2,2011-02-05 21:47:26,9.21
282,VRBO-1-2063-92612,Akaka Falls vacation homes,Akaka Falls vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,305,1,2011-02-11 18:40:03,9.15
283,VRBO-1-2063-92611,Honokaa vacation homes,Honokaa vacation homes,Vacation Rentals By Owner,VRBO Feb11,,,Type 1 - old,314,2,2011-02-10 23:00:17,9.42
284,BS-25-1904-89542,Fashion Emergency: Checkered Flags and Red Flags (Part 2),wcog2005.org,BlueGlass Search,wcog2005.org,,,Blog Posts (EL),349,1,2011-02-13 11:17:55,3.49
285,BS-25-1811-88544,Education Funding Crisis,k12reform.org,BlueGlass Search,k12reform.org - 12,,,Blog Posts (EL),286,1,2011-02-17 22:27:59,2.86
286,BS-25-1285-84674,Warm Weather Destinations,pinanius.org,BlueGlass Search,pinanius.org - 12,,,Blog Posts (EL),281,1,2011-02-04 08:25:56,2.81
287,BO-2-2015-80956,The 5 Best Destinations for Spring,"X Best Destinations for Spring",BlueGlass OPR,Home Away Feb11,,,Type 2 - old,518,1,2011-01-27 13:50:07,20.72
288,L-10-1926-77456,Hiking Destination: Long Beach,long beach proprety management,LinkQuest,January2011_All Property Management January 2011,,,NEWS POST,309,1,2011-01-16 01:19:27,15.45
289,BS-25-1682-75291,Kona Coast - a Great Dive Site in Hawaii,nasescuba.com,BlueGlass Search,nasescuba.com - 20,,,Blog Posts (EL),327,1,2011-01-20 14:10:55,3.27
290,BS-25-1394-72150,How to Dress to Impress Her on the First Date,gca-cma.org,BlueGlass Search,gca-cma.org - 10,,,Blog Posts (EL),315,1,2011-01-20 22:13:41,3.15
291,BS-25-1285-69698,Information to Help You Plan Your Hawaiian Vacation,pinanius.org,BlueGlass Search,pinanius.org - 12,,,Blog Posts (EL),314,2,2011-01-25 21:57:20,3.14
292,BS-25-1285-69697,Top 3 Beaches in Hawaii,pinanius.org,BlueGlass Search,pinanius.org - 12,,,Blog Posts (EL),304,1,2011-01-25 22:24:51,3.04
293,BS-25-1285-69694,Air Activities in Hawaii,pinanius.org,BlueGlass Search,pinanius.org - 12,,,Blog Posts (EL),307,1,2011-01-25 23:07:12,3.07
294,BS-25-1285-69693,4 Tips for Hawaiian Helicopter Tours,pinanius.org,BlueGlass Search,pinanius.org - 12,,,Blog Posts (EL),313,1,2011-01-26 09:38:09,3.13
295,BS-25-1285-69692,Things to Do on a Hawaiian Helicopter Tour,pinanius.org,BlueGlass Search,pinanius.org - 12,,,Blog Posts (EL),317,1,2011-01-26 09:49:23,3.17
296,BS-25-1285-69691,Money Saving Car Rental Tips for Hawaii,pinanius.org,BlueGlass Search,pinanius.org - 12,,,Blog Posts (EL),324,1,2011-01-26 10:01:50,3.24
297,BS-25-1285-69688,5 Things to do on Hawaii's Big Island,pinanius.org,BlueGlass Search,pinanius.org - 12,,,Blog Posts (EL),314,1,2011-01-27 01:15:07,3.14
298,BS-25-1198-68647,Great Hawaiian Beaches,ghst.org,BlueGlass Search,ghst.org - 12,,,Blog Posts (EL),311,3,2011-01-22 16:43:56,3.11
299,BS-25-1104-67523,The Places You Will Go,17may07.org,BlueGlass Search,17may07.org - 12,,,Blog Posts (EL),311,1,2011-01-13 02:40:46,3.11
300,C-1-1751-66608,The Web's Political Fallout Machine,"voipstuff.org",CopyPress,Tech Sites Jan 11,,,Type 1 - old,325,1,2011-01-07 15:47:36,9.75
301,BO-3-1697-61752,"9 Reasons to Hate Tourists, and Love Travelers","9 Reasons to Hate Tourists, and Love Travelers",BlueGlass OPR,HomeAway Jan 11,,,Type 3 - old,525,1,2011-01-06 13:32:25,26.25
302,BO-3-1697-61745,Travel Like a Baller- Leave the Hawaiin Shirt at Home,"Travel Like a Baller- Leave the Hawaiin Shirt at Home",BlueGlass OPR,HomeAway Jan 11,,,Type 3 - old,497,1,2010-12-27 14:13:32,24.85
303,BS-25-1679-61395,Best Places to Windsurf in Hawaii,houghtonlake.org,BlueGlass Search,houghtonlake.org - 20,,,Blog Posts (EL),312,2,2010-12-27 13:45:18,3.12
304,M-18-1583-58078,Frugal Family Home Evening Games,"Frugal Family Home Evening Games",MonkeyLoungeGames.com,ML dec 10,,,Blog Posts,313,1,2010-12-18 20:43:29,6.26
305,H-1-1576-57990,Turtle Bay Golf,"Turtle Bay Golf",HomeAway,VR Travel Resources 400 words dec10,,,Type 1 - old,414,1,2010-12-13 14:45:13,12.42
306,H-1-1576-57977,Princeville Golf,"Princeville Golf",HomeAway,VR Travel Resources 400 words dec10,,,Type 1 - old,403,3,2010-12-15 12:49:14,12.09
307,H-1-1576-57969,Ko Olina Golf,"Ko Olina Golf",HomeAway,VR Travel Resources 400 words dec10,,,Type 1 - old,402,2,2010-12-21 17:14:08,12.06
308,H-2-1574-57939,Wailea Travel Guide,Wailea Travel Guide,HomeAway,VR Destination Guides 1500 words Dec10,,,Type 2 - old,1524,2,2010-12-21 21:01:38,60.96
309,H-2-1574-57938,Waikiki Travel Guide,"Waikiki Travel Guide",HomeAway,VR Destination Guides 1500 words Dec10,,,Type 2 - old,1515,8,2010-12-24 12:53:59,60.6
310,H-2-1574-57937,Turtle Bay Travel Guide,"Turtle Bay Travel Guide",HomeAway,VR Destination Guides 1500 words Dec10,,,Type 2 - old,1526,3,2010-12-26 13:54:52,61.04
311,H-2-1574-57934,Poipu Beach Travel Guide,"Poipu Beach Travel Guide",HomeAway,VR Destination Guides 1500 words Dec10,,,Type 2 - old,1522,5,2010-12-27 17:09:04,60.88
312,H-2-1574-57932,Lahaina Travel Guide,"Lahaina Travel Guide",HomeAway,VR Destination Guides 1500 words Dec10,,,Type 2 - old,1527,2,2010-12-28 10:39:20,61.08
313,H-2-1574-57931,Ko Olina Travel Guide,"Ko Olina Travel Guide",HomeAway,VR Destination Guides 1500 words Dec10,,,Type 2 - old,1511,7,2010-12-28 15:40:36,60.44
314,H-2-1574-57930,Kaanapali Travel Guide,"Kaanapali Travel Guide",HomeAway,VR Destination Guides 1500 words Dec10,,,Type 2 - old,1501,3,2010-12-28 17:04:49,60.04
315,H-1-1573-57919,Top 10 Hawaii Beaches,"Top 10 Hawaii Beaches",HomeAway,VR Travel Resources 600 words Dec 10,,,Type 1 - old,629,1,2010-12-17 19:27:58,18.87
316,H-1-1573-57914,Best Hawaii Vacation Spots,"Best Hawaii Vacation Spots",HomeAway,VR Travel Resources 600 words Dec 10,,,Type 1 - old,613,2,2010-12-17 21:22:28,18.39
317,BS-25-1546-57286,The New Free Willy,usa-cleanwater.org,BlueGlass Search,usa-cleanwater.org - 20,,,Blog Posts (EL),311,1,2011-01-04 11:23:56,3.11
318,BS-25-1533-57039,Demographics of Pennsylvania,cityofbethlehem.org,BlueGlass Search,cityofbethlehem.org - 20,,,Blog Posts (EL),302,1,2010-12-29 18:31:20,3.02
319,BS-25-1524-56861,Take a Walk on the Hot Side at Hawaii Volcanoes National Park,alohaairlines.org,BlueGlass Search,alohaairlines.org - 20,,,Blog Posts (EL),326,1,2010-12-20 14:14:45,3.26
320,BS-25-1524-56859,Adventures on Oahu,alohaairlines.org,BlueGlass Search,alohaairlines.org - 20,,,Blog Posts (EL),325,1,2010-12-20 14:48:23,3.25
321,BS-25-1524-56857,Hawaii's Agricultural History,alohaairlines.org,BlueGlass Search,alohaairlines.org - 20,,,Blog Posts (EL),308,1,2010-12-21 18:36:21,3.08
322,BS-25-1524-56856,Aviation in Hawaii's History,alohaairlines.org,BlueGlass Search,alohaairlines.org - 20,,,Blog Posts (EL),307,1,2010-12-21 20:18:57,3.07
323,BS-25-1524-56854,"Traveling to Lanai, Hawaii",alohaairlines.org,BlueGlass Search,alohaairlines.org - 20,,,Blog Posts (EL),308,1,2010-12-21 22:35:22,3.08
324,BS-25-1524-56849,The Big Island - Your One Stop for Fun and Adventure,alohaairlines.org,BlueGlass Search,alohaairlines.org - 20,,,Blog Posts (EL),308,1,2010-12-22 09:40:37,3.08
325,BS-25-1524-56847,Exploring the Lyman Museum and Mission House,alohaairlines.org,BlueGlass Search,alohaairlines.org - 20,,,Blog Posts (EL),300,1,2010-12-22 10:13:36,3
326,BS-25-1524-56846,Learning to Surf at the Islands,alohaairlines.org,BlueGlass Search,alohaairlines.org - 20,,,Blog Posts (EL),303,2,2010-12-22 10:30:07,3.03
327,BS-25-1524-56843,Hawaii's Weather and Your Trip,alohaairlines.org,BlueGlass Search,alohaairlines.org - 20,,,Blog Posts (EL),310,1,2010-12-22 11:46:59,3.1
328,BS-25-1285-53551,Polynesia,pinanius.org,BlueGlass Search,pinanius.org - 12,,aliciarades[1]      1      1,Blog Posts (EL),302,1,2010-12-11 21:18:33,3.02
329,BS-25-1285-53548,Hawaii Vacation,pinanius.org,BlueGlass Search,pinanius.org - 12,,aliciarades[1]      1      1,Blog Posts (EL),317,4,2010-12-12 13:47:52,3.17
330,BS-25-1285-53547,Pacific Island Divisions,pinanius.org,BlueGlass Search,pinanius.org - 12,,aliciarades[1]      1      1,Blog Posts (EL),312,1,2010-12-12 14:14:11,3.12
331,BS-25-1285-53546,The Geography of The Pacific,pinanius.org,BlueGlass Search,pinanius.org - 12,,,Blog Posts (EL),308,1,2010-12-29 04:35:06,3.08
332,BS-25-1124-51613,Horses of the Sea,aquatic-invasive-species-conference.org,BlueGlass Search,aquatic-invasive-species-conference.org - 12,,,Blog Posts (EL),320,1,2010-12-30 23:02:08,3.2
333,L-10-820-45191,Throwing a Memorable Holiday Party,retirement communities,LinkQuest,November2010_A Place for Mom Dec,,,COPY,315,1,2010-11-29 15:14:09,9.45
334,L-10-752-42638,Midway's Buried Diving Treasures,21st car insurance,LinkQuest,November2010_21st.com Nov,,,COPY,309,1,2010-11-22 08:57:56,9.27
335,H-1-720-42169,Romantic Vacations in Hawaii,"Romantic Vacations in Hawaii ",HomeAway,Vacation Rentals Nov10 600 words,,,Type 1 - old,617,2,2010-11-17 22:10:52,18.51
336,H-1-720-42159,Pet Friendly Vacations in Hawaii,"Pet Friendly Vacations in Hawaii ",HomeAway,Vacation Rentals Nov10 600 words,,,Type 1 - old,623,1,2010-11-29 12:20:14,18.69
337,H-1-720-42140,Kid Friendly Vacations in Hawaii,"Kid Friendly Vacations in Hawaii ",HomeAway,Vacation Rentals Nov10 600 words,,,Type 1 - old,601,1,2010-12-03 18:10:24,18.03
338,H-1-720-42110,Cheap Vacations in Hawaii,"Cheap Vacations in Hawaii ",HomeAway,Vacation Rentals Nov10 600 words,,kathyeckel[5]      5      0,Type 1 - old,614,4,2010-12-10 05:47:13,18.42
339,H-1-720-42101,Affordable Family Vacations in Hawaii,"Affordable Family Vacations in Hawaii ",HomeAway,Vacation Rentals Nov10 600 words,,,Type 1 - old,603,2,2010-11-18 18:11:57,18.09
340,H-1-720-42093,Adventure Vacations in Hawaii,"Adventure Vacations in Hawaii ",HomeAway,Vacation Rentals Nov10 600 words,,,Type 1 - old,611,3,2010-11-18 21:43:52,18.33
341,VRBO-1-710-41907,Kuau Plaza cottages,"Kuau Plaza cottages",Vacation Rentals By Owner,VRBO November 2010,,,Type 1 - old,300,1,2010-11-18 12:51:38,9
342,VRBO-1-710-41900,Wailua condos,"Wailua condos",Vacation Rentals By Owner,VRBO November 2010,,,Type 1 - old,314,1,2010-11-21 14:52:44,9.42
343,VRBO-1-710-41897,Aston Kaha Lani condos,"Aston Kaha Lani condos",Vacation Rentals By Owner,VRBO November 2010,,,Type 1 - old,312,2,2010-11-16 17:19:02,9.36
344,VRBO-1-710-41896,Kapaa condos,"Kapaa condos",Vacation Rentals By Owner,VRBO November 2010,,,Type 1 - old,315,1,2010-11-16 17:11:05,9.45
345,VRBO-1-710-41895,Pono Kai condos,"Pono Kai condos",Vacation Rentals By Owner,VRBO November 2010,,,Type 1 - old,305,1,2010-11-16 17:01:47,9.15
346,VRBO-1-710-41894,Plantation Hale condos,"Plantation Hale condos",Vacation Rentals By Owner,VRBO November 2010,,saralegge[1]      0      0,Type 1 - old,315,1,2010-11-15 16:35:15,9.45
347,VRBO-1-710-41893,Kapaa Sands condos,"Kapaa Sands condos",Vacation Rentals By Owner,VRBO November 2010,,saralegge[1]      0      0,Type 1 - old,312,3,2010-11-15 17:08:51,9.36
348,VRBO-1-710-41891,Kapahi beach homes,"Kapahi beach homes",Vacation Rentals By Owner,VRBO November 2010,,,Type 1 - old,315,1,2010-11-14 11:53:34,9.45
349,VRBO-1-710-41778,Westridge villas,"Westridge villas",Vacation Rentals By Owner,VRBO November 2010,,,Type 1 - old,306,1,2010-11-16 10:27:20,9.18
350,VRBO-1-710-41510,Seascape vacation homes,"Seascape vacation homes",Vacation Rentals By Owner,VRBO November 2010,,,Type 1 - old,314,1,2010-11-16 20:40:47,9.42
351,BS-1-695-40848,San Diego - A Beautiful Place to Vacation,"bisandiego.org",BlueGlass Search,November Network,,,Type 1 - old,323,1,2010-11-04 14:40:45,3.23
352,BO-3-690-40569,Excuses to Throw a Dog Party," Excuses to Throw a Dog Party",BlueGlass OPR,Buy Costumes Nov 2010,,,Type 3 - old,517,1,2010-11-03 12:48:48,25.85
353,BO-3-690-40568,How to Throw a Themed Doggy Party,"How to Throw a Themed Doggy Party",BlueGlass OPR,Buy Costumes Nov 2010,,carastromness[1]      7      1,Type 3 - old,515,1,2010-11-02 23:36:45,25.75
354,H-1-667-39979,Top 10 Cycling Vacations,"Top 10 Cycling Vacations",HomeAway,Vacation Rentals Oct2010 Travel Resources 600,,,Type 1 - old,595,1,2010-10-28 00:28:47,17.85
355,H-1-667-39969,Top 10 Windsurfing Destinations,"Top 10 Windsurfing Destinations",HomeAway,Vacation Rentals Oct2010 Travel Resources 600,,,Type 1 - old,604,1,2010-10-28 16:32:12,18.12
356,BS-1-587-37875,What is a Triathlon?,thesportmanagementnetwork.org,BlueGlass Search,October Network,,natashamier[1]      2      2,Type 1 - old,311,1,2010-10-19 23:16:09,3.11
357,BS-1-587-37032,Hawaiian employers will conduct medical and physical examination before employing,okddc.org,BlueGlass Search,October Network,,,Type 1 - old,326,2,2010-10-23 08:36:31,3.26
358,BS-1-587-36305,How to Volunteer With Animals in Hawaii,landandculture.org,BlueGlass Search,October Network,,,Type 1 - old,313,1,2010-10-20 11:23:41,3.13
359,VRBO-1-585-34007,Whalers Cove condos,"Whalers Cove condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,310,2,2010-10-09 19:55:07,9.3
360,VRBO-1-585-34006,Waikomo Stream Villas condos,"Waikomo Stream Villas condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,298,1,2010-10-05 20:47:52,8.94
361,VRBO-1-585-34005,Poipu condos,"Poipu condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,306,4,2010-10-05 20:49:01,9.18
362,VRBO-1-585-34004,Sunset Kahili condos,"Sunset Kahili condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,313,2,2010-10-07 21:22:36,9.39
363,VRBO-1-585-34003,Prince Kuhio Resort condos,"Prince Kuhio Resort condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,312,1,2010-10-07 21:29:06,9.36
364,VRBO-1-585-34002,Poipu Surf condos,"Poipu Surf condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,313,1,2010-10-02 10:42:33,9.39
365,VRBO-1-585-33997,Poipu Kapili condos,"Poipu Kapili condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,300,1,2010-10-05 17:22:24,9
366,VRBO-1-585-33996,Poipu Kai Regency condos,"Poipu Kai Regency condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,313,1,2010-10-06 10:11:49,9.39
367,VRBO-1-585-33995,Manualoha condos,"Manualoha condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,1,2010-10-04 20:52:59,9.45
368,VRBO-1-585-33994,Poipu Crater condos,"Poipu Crater condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,298,2,2010-10-04 20:26:30,8.94
369,VRBO-1-585-33991,Makahuena condos,"Makahuena condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,313,1,2010-10-05 22:00:57,9.39
370,VRBO-1-585-33990,Lawai Beach condos,"Lawai Beach condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,306,2,2010-10-06 13:31:40,9.18
371,VRBO-1-585-33987,Kiahuna Plantation condos,"Kiahuna Plantation condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,302,1,2010-10-07 19:15:47,9.06
372,VRBO-1-585-33986,Koloa condos,"Koloa condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,313,2,2010-10-12 16:26:26,9.39
373,VRBO-1-585-33985,Kalaheo condos,"Kalaheo condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,1,2010-10-06 19:40:28,9.45
374,VRBO-1-585-33979,Sealodge condos,"Sealodge condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,316,1,2010-09-30 12:57:20,9.48
375,VRBO-1-585-33974,Paniolo condos,"Paniolo condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,300,1,2010-10-06 21:14:37,9
376,VRBO-1-585-33970,Hanalei Bay Villas condos,"Hanalei Bay Villas condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,312,1,2010-10-04 07:52:30,9.36
377,VRBO-1-585-33968,Hale Moi condos,"Hale Moi condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,295,1,2010-09-30 11:23:04,8.85
378,VRBO-1-585-33967,Emmalani Court condos,"Emmalani Court condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,319,2,2010-10-06 10:29:09,9.57
379,VRBO-1-585-33965,Kalihiwai condos,"Kalihiwai condos",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,302,1,2010-10-06 18:58:03,9.06
380,VRBO-1-585-33961,Keauhou house rentals,"Keauhou house rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,310,1,2010-10-06 20:10:24,9.3
381,VRBO-1-585-33957,Keauhou Punahele condo rentals,"Keauhou Punahele condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,2,2010-10-07 09:37:15,9.45
382,VRBO-1-585-33953,Kanaloa condo rentals,"Kanaloa condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,301,1,2010-10-07 00:22:36,9.03
383,VRBO-1-585-33952,Country Club Villas condo rentals,"Country Club Villas condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,313,3,2010-10-04 19:18:36,9.39
384,VRBO-1-585-33950,Hualalai Resort condo rentals,"Hualalai Resort condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,311,2,2010-10-04 20:05:33,9.33
385,VRBO-1-585-33949,Kaulu Villas condo rentals,"Kaulu Villas condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,3,2010-10-06 01:27:05,9.45
386,VRBO-1-585-33948,Hualalai Four Seasons condo rentals,"Hualalai Four Seasons condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,297,1,2010-10-06 00:48:16,8.91
387,VRBO-1-585-33943,Kona Nalu condo rentals,"Kona Nalu condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,310,1,2010-10-09 00:23:40,9.3
388,VRBO-1-585-33941,Kona Heavens condo rentals,"Kona Heavens condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,309,3,2010-10-05 20:50:26,9.27
389,VRBO-1-585-33940,Kona Hawaiian Village condo rentals,"Kona Hawaiian Village condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,312,10,2010-10-06 17:34:16,9.36
390,VRBO-1-585-33939,Kona Hawaiian Resort condo rentals,"Kona Hawaiian Resort condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,308,8,2010-10-04 12:05:23,9.24
391,VRBO-1-585-33937,Kona Acres condo rentals,"Kona Acres condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,306,1,2010-10-01 10:34:05,9.18
392,VRBO-1-585-33936,Kaloko condo rentals,"Kaloko condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,315,4,2010-10-07 09:56:11,9.45
393,VRBO-1-585-33935,Hualalai Village condo rentals,"Hualalai Village condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,314,2,2010-10-07 10:57:00,9.42
394,VRBO-1-585-33934,Hale Pohaku condo rentals,"Hale Pohaku condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,314,3,2010-10-07 10:57:49,9.42
395,VRBO-1-585-33933,Hale Kai Okona condo rentals,"Hale Kai Okona condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,313,5,2010-10-07 10:58:29,9.39
396,VRBO-1-585-33932,Alii Lani condo rentals,"Alii Lani condo rentals",Vacation Rentals By Owner,VRBO October 2010,,,Type 1 - old,312,1,2010-10-07 10:59:30,9.36
