Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text
boutique hotels in the US branson,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Branson-MO_Capital-Resorts-The-Lodges-at-Table-Rock-Lake-509c01b266edc84661049b7d-Reviews,hipmunk.com/Independent-Hotels-in-Branson-MO_Savannah-House-Hotel-509bfd9566edc84661016bac-Reviews,hipmunk.com/Independent-Hotels-in-Branson-MO_Chateau-On-The-Lake-Resort-Spa-and-Convention-Centre-509bff4a66edc8466102a32c-Reviews,hipmunk.com/Independent-Hotels-in-Branson-MO_Wyndham-Branson-at-the-Falls-5310a0b3c0852e797800008b-Reviews,hipmunk.com/Independent-Hotels-in-Branson-MO_Still-Waters-Resort-509bfe2066edc8466101cf1e-Reviews
boutique hotels in the US asheville,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Asheville-NC_The-Residences-At-Biltmore-509bfe1f66edc8466101ce93-Reviews,hipmunk.com/Independent-Hotels-in-Asheville-NC_1900-Inn-on-Montford-509bfc4766edc846610062b5-Reviews,hipmunk.com/Independent-Hotels-in-Asheville-NC_The-Omni-Grove-Park-Inn-509bfd0766edc8466100f905-Reviews,hipmunk.com/Independent-Hotels-in-Asheville-NC_Hill-House-Bed-Breakfast-Inn-5255897c7f2c6c148100007e-Reviews,hipmunk.com/Independent-Hotels-in-Asheville-NC_Haywood-Park-Hotel-509bfe0b66edc8466101c104-Reviews
boutique hotels in the US blowing rock,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Blowing-Rock-NC_Green-Park-Inn-509bff5166edc8466102a69a-Reviews,hipmunk.com/Independent-Hotels-in-Blowing-Rock-NC_Ridgeway-Inn-509bfd9466edc84661016a47-Reviews,hipmunk.com/Independent-Hotels-in-Blowing-Rock-NC_The-Village-Inn-52901749c0852e017d000092-Reviews,hipmunk.com/Independent-Hotels-in-Blowing-Rock-NC_Cliff-Dwellers-Inn-509bfe3b66edc8466101e4ab-Reviews,hipmunk.com/Independent-Hotels-in-Blowing-Rock-NC_Hillwinds-Inn-509bfe7166edc84661020862-Reviews
boutique hotels in the US albuquerque,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Albuquerque-NM_Hotel-Cascada-5254d4a07f2c6c59ae00004d-Reviews,hipmunk.com/Independent-Hotels-in-Albuquerque-NM_Isleta-Resort-and-Casino-5254d5297f2c6c59ae0000d1-Reviews,hipmunk.com/Independent-Hotels-in-Albuquerque-NM_MCM-Elegante-509bfe1f66edc8466101ce16-Reviews,hipmunk.com/Independent-Hotels-in-Albuquerque-NM_Nativo-Lodge-509bfe9766edc84661022610-Reviews,hipmunk.com/Independent-Hotels-in-Albuquerque-NM_Clubhouse-Inn-Albuquerque-509bfea366edc84661022ced-Reviews
boutique hotels in the US santa fe,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Santa-Fe-NM_El-Rey-Inn-509bfeef66edc846610261ca-Reviews,hipmunk.com/Independent-Hotels-in-Santa-Fe-NM_Las-Palomas-509bff1366edc84661027ec5-Reviews,hipmunk.com/Independent-Hotels-in-Santa-Fe-NM_Rosewood-Inn-of-the-Anasazi-509bfe8c66edc84661021d47-Reviews,hipmunk.com/Independent-Hotels-in-Santa-Fe-NM_Inn-of-the-Governors-509bfed766edc846610250d0-Reviews,hipmunk.com/Independent-Hotels-in-Santa-Fe-NM_La-Fonda-on-the-Plaza-509bfe4e66edc8466101f32c-Reviews
boutique hotels in the US laughlin,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Laughlin-NV_Golden-Nugget-509bff2166edc8466102899e-Reviews,hipmunk.com/Independent-Hotels-in-Laughlin-NV_Riverside-Resort-Hotel-Casino-509bfcae66edc8466100b57b-Reviews,hipmunk.com/Independent-Hotels-in-Laughlin-NV_Edgewater-Hotel-Casino-50ed0c12bb290e6196000000-Reviews,hipmunk.com/Independent-Hotels-in-Laughlin-NV_Colorado-Belle-Hotel-Casino-Resort-50ed0c12bb290e6196000006-Reviews,hipmunk.com/Independent-Hotels-in-Laughlin-NV_Harrahs-Laughlin-Hotel-Casino-509bfec266edc84661024129-Reviews
boutique hotels in the US stateline,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Stateline-NV_Harrahs-Lake-Tahoe-Resort-Casino-509c00de66edc8466103f953-Reviews,hipmunk.com/Independent-Hotels-in-Stateline-NV_Lakeside-Inn-and-Casino-509bfe0f66edc8466101c27f-Reviews,hipmunk.com/Independent-Hotels-in-Stateline-NV_Tahoe-Summit-Village-509bfc8666edc846610095de-Reviews,hipmunk.com/Independent-Hotels-in-Stateline-NV_MontBleu-Resort-Casino-Spa-509bfed766edc846610250d1-Reviews,hipmunk.com/Independent-Hotels-in-Stateline-NV_The-Ridge-Tahoe-509bfdc666edc846610191fc-Reviews
boutique hotels in the US brooklyn,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Brooklyn-NY_Brooklyn-Motor-Inn-509bfe2b66edc8466101d929-Reviews,hipmunk.com/Independent-Hotels-in-Brooklyn-NY_Condor-Hotel-509bfecd66edc846610248c9-Reviews,hipmunk.com/Independent-Hotels-in-Brooklyn-NY_Hotel-BPM-Brooklyn-New-York-509bffa566edc8466102eb51-Reviews,hipmunk.com/Independent-Hotels-in-Brooklyn-NY_Hotel-Le-Bleu-509bfe3c66edc8466101e51e-Reviews,hipmunk.com/Independent-Hotels-in-Brooklyn-NY_Kings-Hotel-509bfd8666edc84661015f3a-Reviews
boutique hotels in the US NYC,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-New-York-City-NY_Warwick-New-York-Hotel-509bfdc466edc8466101902c-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Hotel-St-James-509bfef266edc84661026424-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Wellington-Hotel-510b139ca0a99444dd000006-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Millennium-Broadway-Hotel-Times-Square-510b13a0a0a99444dd000042-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_W-New-York-Union-Square-509c011766edc8466104230f-Reviews
boutique hotels in the US NYC,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-New-York-City-NY_YOTEL-New-York-at-Times-Square-509c011766edc846610422f5-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Martha-Washington-509bfdc666edc8466101922a-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Omni-Berkshire-Place-510b13ada0a99444dd000064-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Pod-39-509c006266edc84661038ca0-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_The-Carlyle-A-Rosewood-Hotel-509bfdc066edc84661018dba-Reviews
boutique hotels in the US NYC,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-New-York-City-NY_The-Belvedere-Hotel-509bfbe566edc8466100126a-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_The-Court-A-St-Giles-Premier-Hotel-509c011866edc84661042365-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_The-Pearl-New-York-510b139ca0a99444dd00000e-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Gansevoort-Meatpacking-509bfea966edc84661023215-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Hotel-Giraffe-509bfdc066edc84661018df3-Reviews
boutique hotels in the US eugene,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Eugene-OR_Inn-at-the-5th-509bff8a66edc8466102d3ce-Reviews,hipmunk.com/Independent-Hotels-in-Eugene-OR_The-Campbell-House-A-City-Inn-50ed1dedbb290e08f900001a-Reviews,hipmunk.com/Independent-Hotels-in-Eugene-OR_Excelsior-Inn-525502b37f2c6c32b500009b-Reviews,hipmunk.com/Independent-Hotels-in-Eugene-OR_The-Oval-Door-525502927f2c6c32b5000079-Reviews,hipmunk.com/Independent-Hotels-in-Eugene-OR_Cest-la-Vie-Inn-509bfc8666edc846610095ef-Reviews
boutique hotels in the US pittsburgh,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Pittsburgh-PA_Hyatt-Regency-Pittsburgh-International-Airport-509bff0366edc846610272e2-Reviews,hipmunk.com/Independent-Hotels-in-Pittsburgh-PA_The-Priory-Hotel-509bfe8b66edc84661021c1c-Reviews,hipmunk.com/Independent-Hotels-in-Pittsburgh-PA_Omni-William-Penn-Hotel-509bfdc266edc84661018e5b-Reviews,hipmunk.com/Independent-Hotels-in-Pittsburgh-PA_Shadyside-Inn-All-Suites-Hotel-509bfe6066edc8466101fff6-Reviews,hipmunk.com/Independent-Hotels-in-Pittsburgh-PA_Sunnyledge-Boutique-Hotel-and-Tea-Room-509bfe9366edc846610221d4-Reviews
boutique hotels in the US charleston,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Charleston-SC_Elliott-House-Inn-509bfd0266edc8466100f4ce-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_The-Restoration-on-King-509bfef766edc8466102685e-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_Planters-Inn-509bff1566edc84661028061-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_The-Meeting-Street-Inn-509bff2b66edc8466102925b-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_Town-Country-Inn-and-Suites-509bfe0566edc8466101bbd2-Reviews
boutique hotels in the US gatlinburg,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Gatlinburg-TN_Sidney-James-Mountain-Lodge-509bfdbf66edc84661018caa-Reviews,hipmunk.com/Independent-Hotels-in-Gatlinburg-TN_Edgewater-Hotel-Gatlinburg-509bfc5e66edc846610074fc-Reviews,hipmunk.com/Independent-Hotels-in-Gatlinburg-TN_Westgate-Smoky-Mountain-Resort-Spa-512259f0a0a9943922000084-Reviews,hipmunk.com/Independent-Hotels-in-Gatlinburg-TN_Zoders-Inn-Suites-5255606c7f2c6c0189000188-Reviews,hipmunk.com/Independent-Hotels-in-Gatlinburg-TN_The-Lodge-at-Buckberry-Creek-509bfefa66edc84661026ad1-Reviews
boutique hotels in the US pigeon forge,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Pigeon-Forge-TN_Mountain-Melodies-Inn-53608dcac0852e7afd00003e-Reviews,hipmunk.com/Independent-Hotels-in-Pigeon-Forge-TN_RiverStone-Resort-Spa-509bfc6b66edc8466100801f-Reviews,hipmunk.com/Independent-Hotels-in-Pigeon-Forge-TN_Music-Road-Inn-509bfe9966edc8466102275e-Reviews,hipmunk.com/Independent-Hotels-in-Pigeon-Forge-TN_Creekstone-Inn-509bfe9766edc8466102257e-Reviews,hipmunk.com/Independent-Hotels-in-Pigeon-Forge-TN_The-Inn-On-The-River-509bfea066edc84661022b01-Reviews
boutique hotels in the US park city,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Park-City-UT_Park-Regency-Resort-509bfd1166edc84661010125-Reviews,hipmunk.com/Independent-Hotels-in-Park-City-UT_Montage-Deer-Valley-509bfe0a66edc8466101bf9f-Reviews,hipmunk.com/Independent-Hotels-in-Park-City-UT_The-Park-City-Peaks-Hotel-510add65a0a9944d5800001c-Reviews,hipmunk.com/Independent-Hotels-in-Park-City-UT_PowderWood-Resort-5471ebf2c0852e520b000011-Reviews,hipmunk.com/Independent-Hotels-in-Park-City-UT_Stein-Eriksen-Lodge-509bfd3366edc84661011da6-Reviews
boutique hotels in the US jackson,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Jackson-WY_Anvil-Motel-509bfece66edc846610249b1-Reviews,hipmunk.com/Independent-Hotels-in-Jackson-WY_The-alpine-house-Lodge-Cottages-5254a9997f2c6c3075000071-Reviews,hipmunk.com/Independent-Hotels-in-Jackson-WY_Spring-Creek-Ranch-509bfc9d66edc8466100a6f7-Reviews,hipmunk.com/Independent-Hotels-in-Jackson-WY_Cowboy-Village-Resort-509bfe8166edc846610214dd-Reviews,hipmunk.com/Independent-Hotels-in-Jackson-WY_Cache-Creek-Lodge-509c01a466edc84661048e0d-Reviews
boutique hotels in the US monterey,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-monterey-ca_el-castell-motel-509bff2c66edc84661029274-reviews,hipmunk.com/independent-hotels-in-monterey-ca_monterey-bay-lodge-509bfd3966edc84661012237-reviews,hipmunk.com/independent-hotels-in-monterey-ca_merritt-house-inn-509bfc7d66edc84661008d98-reviews,hipmunk.com/independent-hotels-in-monterey-ca_hotel-abrego-509bfe9366edc84661022201-reviews,hipmunk.com/independent-hotels-in-monterey-ca_carmel-hill-del-monte-pines-509bfe8966edc84661021ada-reviews
boutique hotels in the US palm springs,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-palm-springs-ca_hard-rock-hotel-palm-springs-509bfef666edc84661026788-reviews,hipmunk.com/independent-hotels-in-palm-springs-ca_vagabond-inn-palm-springs-509bfdd066edc8466101959c-reviews,hipmunk.com/independent-hotels-in-palm-springs-ca_alcazar-palm-springs-509bfe2766edc8466101d5d3-reviews,hipmunk.com/independent-hotels-in-palm-springs-ca_royal-sun-inn-509bfefa66edc84661026b1b-reviews,hipmunk.com/independent-hotels-in-palm-springs-ca_caliente-tropics-hotel-509bff1966edc84661028323-reviews
